[Abberath's Hooves]:25c/0,15div  (Artwork:AbberathsHooves)
[Edge of Madness][6L]:78,5c/0,47div  (Artwork:EdgeOfMadness)
[Edge of Madness][5L]:11,6c/0,07div  (Artwork:EdgeOfMadness)
[Edge of Madness]:1c/0,01div  (Artwork:EdgeOfMadness)
[Efficient Training]:3c/0,02div  (Artwork:INTtoSTR)
[Elegant Hubris]:167,98c/1div  (Artwork:EternalEmpireCivilization)
[Elevore]:1c/0,01div  (Artwork:Wildcall)
[Elixir of the Unbroken Circle]:671,92c/4div  (Artwork:WardFlask03)
[Emberwake]:5c/0,03div  (Artwork:Ring10)
[Emperor's Cunning]:671,92c/4div  (Artwork:Cunning)
[Emperor's Mastery]:7139,15c/42,5div  (Artwork:Mastery)
[Emperor's Might]:839,9c/5div  (Artwork:Might)
[Emperor's Vigilance]:10c/0,06div  (Artwork:HighPriestShield)
[Emperor's Wit]:2351,72c/14div  (Artwork:Wit)
[Empire's Grasp]:1c/0,01div  (Artwork:Hither)
[Energised Armour]:5c/0,03div  (Artwork:RedJewel5)
[Energy From Within]:10c/0,06div  (Artwork:BlueJewel6)
[Enmity's Embrace]:80c/0,48div  (Artwork:EnmitysEmbrace)
[Entropic Devastation]:100c/0,6div  (Artwork:UberShaperGloves)
[Ephemeral Edge]:70c/0,42div  (Artwork:OneHandSword8Unique)
[Esh's Mirror]:40c/0,24div  (Artwork:EshsMirror)
[Esh's Visage]:40c/0,24div  (Artwork:EshsMirrorUpgraded)
[Essence Worm]:4c/0,02div  (Artwork:EssenceWorm)
[Essentia Sanguis]:587,79c/3,5div  (Artwork:Claw5Unique2)
[Eternal Damnation]:167,98c/1div  (Artwork:AnwensAmulet)
[Ewar's Mirage]:1c/0,01div  (Artwork:EwarsMirage)
[Expedition's End][6L]:335,96c/2div  (Artwork:AdmiralsJacket)
[Expedition's End][5L]:160,79c/0,96div  (Artwork:AdmiralsJacket)
[Expedition's End]:56,5c/0,34div  (Artwork:AdmiralsJacket)
[Extractor Mentis]:2c/0,01div  (Artwork:ExtractorMentis)
[Eye of Chayula]:5c/0,03div  (Artwork:Amulet7Unique)
[Eye of Innocence]:3c/0,02div  (Artwork:EyeOfInnocence)
[Eye of Malice]:2c/0,01div  (Artwork:EyeOfDesire)
[Eyes of the Greatwolf]:50,16c/0,3div  (Artwork:RigwaldsTalisman)
[Ezomyte Peak]:1c/0,01div  (Artwork:EzomytePeak)
[Facebreaker]:2c/0,01div  (Artwork:GlovesDexIntUnique1)
[Fairgraves' Tricorne]:3c/0,02div  (Artwork:FairgravesTricorne)
[Faithguard]:60c/0,36div  (Artwork:SpiritHelmetUnique)
[Faminebind]:1c/0,01div  (Artwork:Faminebind)
[Farrul's Bite]:15c/0,09div  (Artwork:TigerHelmet)
[Farrul's Chase]:20c/0,12div  (Artwork:TigerBoots)
[Farrul's Fur][6L]:251,97c/1,5div  (Artwork:TigerBodyArmour)
[Farrul's Fur][5L]:50c/0,3div  (Artwork:TigerBodyArmour)
[Farrul's Fur]:20c/0,12div  (Artwork:TigerBodyArmour)
[Farrul's Pounce]:15c/0,09div  (Artwork:TigerGloves)
[Fate of the Vaal]:45c/0,27div  (Artwork:FateOfTheVaal)
[Fated End]:30c/0,18div  (Artwork:ForbiddenSeal)
[Feastbind]:1c/0,01div  (Artwork:Feastbind)
[Femurs of the Saints][6L]:50c/0,3div  (Artwork:FemursoftheSaints)
[Femurs of the Saints][5L]:10c/0,06div  (Artwork:FemursoftheSaints)
[Femurs of the Saints]:1c/0,01div  (Artwork:FemursoftheSaints)
[Fencoil]:1c/0,01div  (Artwork:Staff1unique)
[Fenumus' Shroud][6L]:327,56c/1,95div  (Artwork:SpiderArmourBody)
[Fenumus' Shroud][5L]:180,79c/1,08div  (Artwork:SpiderArmourBody)
[Fenumus' Shroud]:50c/0,3div  (Artwork:SpiderArmourBody)
[Fenumus' Spinnerets]:20c/0,12div  (Artwork:SpiderArmourBoots)
[Fenumus' Toxins]:10c/0,06div  (Artwork:SpiderArmourHelmet)
[Fenumus' Weave]:10c/0,06div  (Artwork:SpiderArmour Gloves)
[Fertile Mind]:5c/0,03div  (Artwork:DEXtoINT)
[Fevered Mind]:5c/0,03div  (Artwork:BlueCorrupt4)
[Fidelitas' Spike]:1c/0,01div  (Artwork:FidelitasSpike)
[Firesong]:10c/0,06div  (Artwork:RedJewel7)
[First Piece of Brutality]:3c/0,02div  (Artwork:Shard1)
[First Piece of Directions]:4c/0,02div  (Artwork:Shard1)
[First Piece of Focus]:3,2c/0,02div  (Artwork:ChannelingShieldShard1)
[First Piece of Storms]:5c/0,03div  (Artwork:Shard1)
[First Piece of the Arcane]:5c/0,03div  (Artwork:HarbingerSwordShard1)
[First Piece of Time]:4c/0,02div  (Artwork:HarbingerBeltShard1)
[Flamesight]:9,4c/0,06div  (Artwork:ExplorersVisionFire)
[Flesh and Spirit]:3c/0,02div  (Artwork:FleshAndSpirit)
[Fleshcrafter][6L]:251,97c/1,5div  (Artwork:EssenceGifter)
[Fleshcrafter][5L]:50c/0,3div  (Artwork:EssenceGifter)
[Fleshcrafter]:14c/0,08div  (Artwork:EssenceGifter)
[Flesh-Eater]:1c/0,01div  (Artwork:OneHandMace6Unique)
[Fluid Motion]:5c/0,03div  (Artwork:STRtoDEX)
[Font of Thunder]:20c/0,12div  (Artwork:FontOfThunder)
[Forbidden Flame]:100c/0,6div  (Artwork:PuzzlePieceJewel_CleansingFire)
[Forbidden Flesh]:139,44c/0,83div  (Artwork:PuzzlePieceJewel_GreatTangle)
[Forbidden Shako]:39,6c/0,24div  (Artwork:TheEpiphany)
[Forbidden Taste]:1c/0,01div  (Artwork:PhantomBlood)
[Fortress Covenant]:50c/0,3div  (Artwork:BlueJewel4)
[Fourth Piece of Focus]:5c/0,03div  (Artwork:ChannelingShieldShard4)
[Foxshade][6L]:167,98c/1div  (Artwork:Foxshade)
[Foxshade][5L]:48c/0,29div  (Artwork:Foxshade)
[Foxshade]:1c/0,01div  (Artwork:Foxshade)
[Fractal Thoughts]:5c/0,03div  (Artwork:Fractalthoughts)
[Fragility]:5c/0,03div  (Artwork:RedCorrupt6)
[Frostbreath]:1c/0,01div  (Artwork:FrostBreath)
[Fury Valve]:8c/0,05div  (Artwork:MetamorphosisAmulet)
[Galesight]:10c/0,06div  (Artwork:ExplorersVisionCold)
[Gamblesprint]:5c/0,03div  (Artwork:UltimatumBoots)
[Gang's Momentum]:2c/0,01div  (Artwork:GangsBoots)
[Garb of the Ephemeral][5L]:1495,02c/8,9div  (Artwork:TheTemplarsRobes)
[Garb of the Ephemeral][6L]:1175,86c/7div  (Artwork:TheTemplarsRobes)
[Garb of the Ephemeral]:1007,88c/6div  (Artwork:TheTemplarsRobes)
[Garukhan's Flight]:100c/0,6div  (Artwork:TwoTonedBootsALT)
[Geofri's Baptism][6L]:30c/0,18div  (Artwork:TwoHandMace7Unique)
[Geofri's Baptism][5L]:15c/0,09div  (Artwork:TwoHandMace7Unique)
[Geofri's Baptism]:1c/0,01div  (Artwork:TwoHandMace7Unique)
[Geofri's Crest]:3c/0,02div  (Artwork:GeofrisCrest)
[Geofri's Sanctuary][6L]:50,08c/0,3div  (Artwork:GeofriSanctuary)
[Geofri's Sanctuary][5L]:13,6c/0,08div  (Artwork:GeofriSanctuary)
[Geofri's Sanctuary]:1c/0,01div  (Artwork:GeofriSanctuary)
[Ghostwrithe][6L]:167,98c/1div  (Artwork:Ghostweave)
[Ghostwrithe][5L]:40c/0,24div  (Artwork:Ghostweave)
[Ghostwrithe]:1c/0,01div  (Artwork:Ghostweave)
[Giantsbane]:1c/0,01div  (Artwork:Deathforge)
[Gifts from Above]:2c/0,01div  (Artwork:DiamondRingUnique)
[Gloomfang]:5,1c/0,03div  (Artwork:ShadowRay)
[Glorious Vanity]:167,98c/1div  (Artwork:VaalCivilization)
[Gluttony]:4c/0,02div  (Artwork:Gluttony)
[Goblinedge]:3c/0,02div  (Artwork:GoblinEdge)
[Goldrim]:5c/0,03div  (Artwork:HelmetDexUnique2)
[Goldwyrm]:2c/0,01div  (Artwork:BootsDexUnique2)
[Gorebreaker]:1c/0,01div  (Artwork:OneHandMace3Unique)
[Goredrill]:1c/0,01div  (Artwork:Goredrill)
[Gorgon's Gaze]:2c/0,01div  (Artwork:PillarsOfArun)
[Grace of the Goddess]:167,94c/1div  (Artwork:UberMavenWand)
[Grand Spectrum]:335,96c/2div  (Artwork:BlueGrandSpectrum)
[Grand Spectrum]:167,98c/1div  (Artwork:RedGrandSpectrum)
[Grand Spectrum]:50c/0,3div  (Artwork:GrandSpectrum2_Green)
[Grasping Nightshade]:5c/0,03div  (Artwork:UniqueSporebloom)
[Grattus Signet]:2c/0,01div  (Artwork:GrattusRing)
[Gravebind]:40c/0,24div  (Artwork:DeathGrip)
[Graven's Secret]:30c/0,18div  (Artwork:AltChargeInt)
[Great Old One's Tentacles]:2c/0,01div  (Artwork:ImpaleGloves)
[Great Old One's Ward]:1c/0,01div  (Artwork:GreatOldOnesWard)
[Greed's Embrace][6L]:80c/0,48div  (Artwork:GreedsEmbrace)
[Greed's Embrace][5L]:15c/0,09div  (Artwork:GreedsEmbrace)
[Greed's Embrace]:3c/0,02div  (Artwork:GreedsEmbrace)
[Grelwood Shank]:5c/0,03div  (Artwork:VerdantGuardianSword1)
[Grip of the Council]:3c/0,02div  (Artwork:GlovesInt3Unique2)
[Gruthkul's Pelt][6L]:167,98c/1div  (Artwork:WilefangsPelt)
[Gruthkul's Pelt][5L]:71c/0,42div  (Artwork:WilefangsPelt)
[Gruthkul's Pelt]:50c/0,3div  (Artwork:WilefangsPelt)
[Haemophilia]:3c/0,02div  (Artwork:bleedgloves)
[Hale Negator]:10c/0,06div  (Artwork:HaleNegator)
[Hall of Grandmasters](T16):5c/0,03div  (Artwork:HallOfGrandmasters)
[Hall of Grandmasters](T13):3c/0,02div  (Artwork:HallOfGrandmasters)
[Hall of Grandmasters](T9):3c/0,02div  (Artwork:HallOfGrandmasters)
[Hall of Grandmasters](T6):2c/0,01div  (Artwork:HallOfGrandmasters)
[Hallowed Ground](T16):5c/0,03div  (Artwork:HallowedGround)
[Hallowed Ground](T15):5c/0,03div  (Artwork:HallowedGround)
[Hallowed Ground](T11):5c/0,03div  (Artwork:HallowedGround)
[Hallowed Ground](T7):5c/0,03div  (Artwork:HallowedGround)
[Hallowed Ground](T4):5c/0,03div  (Artwork:HallowedGround)
[Hand of Heresy]:167,98c/1div  (Artwork:HandofHeresy)
[Hand of the Fervent]:9,9c/0,06div  (Artwork:GripofSacrifice)
[Hand of Thought and Motion]:4,1c/0,02div  (Artwork:ThoughtMotion1)
[Hand of Wisdom and Action]:40c/0,24div  (Artwork:ThoughtMotion2)
[Hands of the High Templar]:20c/0,12div  (Artwork:HandsOfTheHighTemplar)
[Hateforge]:381,31c/2,27div  (Artwork:VaalRageGloves)
[Headhunter]:1007,88c/6div  (Artwork:Headhunter)
[Healthy Mind]:10c/0,06div  (Artwork:BlueJewel7)
[Heartbound Loop]:5c/0,03div  (Artwork:HeartboundRing)
[Heartbreaker]:8c/0,05div  (Artwork:Heartbreaker)
[Heatshiver]:10c/0,06div  (Artwork:Heatshiver)
[Hegemony's Era][6L]:108,8c/0,65div  (Artwork:HegemonysEra)
[Hegemony's Era][5L]:25c/0,15div  (Artwork:HegemonysEra)
[Hegemony's Era]:5c/0,03div  (Artwork:HegemonysEra)
[Heretic's Veil]:20c/0,12div  (Artwork:FaceOfDivinity)
[Hezmana's Bloodlust][6L]:62c/0,37div  (Artwork:HezmanasBloodlust)
[Hezmana's Bloodlust][5L]:35c/0,21div  (Artwork:HezmanasBloodlust)
[Hezmana's Bloodlust]:4c/0,02div  (Artwork:HezmanasBloodlust)
[Hidden Potential]:5c/0,03div  (Artwork:unique17)
[Hiltless][5L]:36c/0,21div  (Artwork:Hiltless)
[Hiltless][6L]:31,6c/0,19div  (Artwork:Hiltless)
[Hiltless]:1c/0,01div  (Artwork:Hiltless)
[Hinekora's Sight]:5c/0,03div  (Artwork:HinekorasSight)
[Honourhome]:3c/0,02div  (Artwork:Honourhome)
[Hopeshredder][6L]:235,12c/1,4div  (Artwork:ElderBow)
[Hopeshredder][5L]:44c/0,26div  (Artwork:ElderBow)
[Hopeshredder]:10c/0,06div  (Artwork:ElderBow)
[Howlcrack]:10c/0,06div  (Artwork:Howlcrack)
[Hrimnor's Hymn][6L]:20c/0,12div  (Artwork:TwoHandMace6Unique)
[Hrimnor's Hymn][5L]:16c/0,1div  (Artwork:TwoHandMace6Unique)
[Hrimnor's Hymn]:1c/0,01div  (Artwork:TwoHandMace6Unique)
[Hrimnor's Resolve]:1c/0,01div  (Artwork:HrimnorsResolve)
[Hrimsorrow]:3c/0,02div  (Artwork:Hrimsorrow)
[Hyaon's Fury]:2c/0,01div  (Artwork:HyaonsFury)
[Hyperboreus]:10c/0,06div  (Artwork:Betrayal_Unique_Transport_Belt)
[Hyrri's Bite]:3c/0,02div  (Artwork:HryyisBite)
[Hyrri's Ire][6L]:335,96c/2div  (Artwork:BodyDex3CUnique)
[Hyrri's Ire][5L]:84,7c/0,5div  (Artwork:BodyDex3CUnique)
[Hyrri's Ire]:20c/0,12div  (Artwork:BodyDex3CUnique)
[Hyrri's Truth]:4c/0,02div  (Artwork:SynthesisAccuracyAmulet)
[Icefang Orbit]:2c/0,01div  (Artwork:IcefangOrbit)
[Icetomb][6L]:50c/0,3div  (Artwork:Icetomb)
[Icetomb][5L]:15c/0,09div  (Artwork:Icetomb)
[Icetomb]:1c/0,01div  (Artwork:Icetomb)
[Ichimonji]:3c/0,02div  (Artwork:BladeOfVastri)
[Ikiaho's Promise]:1c/0,01div  (Artwork:IkiahoAmulet)
[Immortal Flesh]:5c/0,03div  (Artwork:ImmortalFlesh)
[Immutable Force]:30c/0,18div  (Artwork:RedJewel2)
[Impossible Escape]:48,3c/0,29div  (Artwork:MindborePearl)
[Impresence]:20c/0,12div  (Artwork:ElderChaos)
[Impresence]:20c/0,12div  (Artwork:ElderFire)
[Impresence]:15c/0,09div  (Artwork:ElderCold)
[Impresence]:15c/0,09div  (Artwork:ElderLightning)
[Impresence]:15c/0,09div  (Artwork:ElderPhysical)
[Incandescent Heart][6L]:335,96c/2div  (Artwork:Illuminatis)
[Incandescent Heart][5L]:75c/0,45div  (Artwork:Illuminatis)
[Incandescent Heart]:10c/0,06div  (Artwork:Illuminatis)
[Indigon]:60c/0,36div  (Artwork:UberElderHelmet)
[Inertia]:5c/0,03div  (Artwork:DEXtoSTR)
[Inextricable Fate]:5c/0,03div  (Artwork:VinegraspBootsUnique)
[Infernal Mantle][6L]:251,97c/1,5div  (Artwork:Infernalmantle)
[Infernal Mantle][5L]:54c/0,32div  (Artwork:Infernalmantle)
[Infernal Mantle]:5c/0,03div  (Artwork:Infernalmantle)
[Infractem][6L]:24,8c/0,15div  (Artwork:Infractem)
[Infractem][5L]:6,9c/0,04div  (Artwork:Infractem)
[Infractem]:1c/0,01div  (Artwork:Infractem)
[Infused Beachhead](T16):150c/0,89div  (Artwork:HarbingerUber)
[Innsbury Edge]:1c/0,01div  (Artwork:ElderSword)
[Inpulsa's Broken Heart][6L]:335,96c/2div  (Artwork:OnShocked)
[Inpulsa's Broken Heart][5L]:100c/0,6div  (Artwork:OnShocked)
[Inpulsa's Broken Heart]:25c/0,15div  (Artwork:OnShocked)
[Inspired Learning]:20c/0,12div  (Artwork:unique7)
[Intuitive Leap]:40c/0,24div  (Artwork:unique6)
[Invictus Solaris]:5c/0,03div  (Artwork:Invictus)
[Inya's Epiphany]:3c/0,02div  (Artwork:PaleCouncilBoots)
[Iron Commander][6L]:166,43c/0,99div  (Artwork:IronCommendant)
[Iron Commander][5L]:24c/0,14div  (Artwork:IronCommendant)
[Iron Commander]:2c/0,01div  (Artwork:IronCommendant)
[Jack, the Axe]:5c/0,03div  (Artwork:Jacktheaxe)
[Jaws of Agony]:1c/0,01div  (Artwork:BearTrapShield2)
[Jorrhast's Blacksteel][6L]:40c/0,24div  (Artwork:JorrhastsBlacksteel)
[Jorrhast's Blacksteel][5L]:20c/0,12div  (Artwork:JorrhastsBlacksteel)
[Jorrhast's Blacksteel]:1c/0,01div  (Artwork:JorrhastsBlacksteel)
[Kahuturoa's Certainty]:2c/0,01div  (Artwork:KahuturoaBoots)
[Kalandra's Touch]:1007,88c/6div  (Artwork:MirrorRing)
[Kalisa's Grace]:1c/0,01div  (Artwork:KalisasGrace)
[Kaltenhalt]:1c/0,01div  (Artwork:ShieldDexUnique6)
[Kaom's Binding]:20c/0,12div  (Artwork:KaomBelt)
[Kaom's Command]:167,98c/1div  (Artwork:KaomsMask)
[Kaom's Heart]:20c/0,12div  (Artwork:BodyStr3CUnique)
[Kaom's Primacy][6L]:160c/0,95div  (Artwork:TwoHandAxe11Unique)
[Kaom's Primacy][5L]:20c/0,12div  (Artwork:TwoHandAxe11Unique)
[Kaom's Primacy]:3c/0,02div  (Artwork:TwoHandAxe11Unique)
[Kaom's Roots]:5c/0,03div  (Artwork:KaomsRoots)
[Kaom's Sign]:2c/0,01div  (Artwork:Ring2Unique)
[Kaom's Spirit]:4c/0,02div  (Artwork:KaomsSpirit)
[Karui Ward]:3c/0,02div  (Artwork:Amulet4Unique)
[Kiara's Determination]:1c/0,01div  (Artwork:KiarasDetermination)
[Kikazaru]:3c/0,02div  (Artwork:Kikazaru)
[Kiloava's Bluster]:1c/0,01div  (Artwork:KiloavaShield)
[Kingmaker][5L]:1209,17c/7,2div  (Artwork:Alexaxeandheartbreaker)
[Kingmaker][6L]:940,46c/5,6div  (Artwork:Alexaxeandheartbreaker)
[Kingmaker]:828,13c/4,93div  (Artwork:Alexaxeandheartbreaker)
[Kingsguard][6L]:50c/0,3div  (Artwork:Kingsguard)
[Kingsguard][5L]:7,1c/0,04div  (Artwork:Kingsguard)
[Kingsguard]:1c/0,01div  (Artwork:Kingsguard)
[Kintsugi][6L]:335,96c/2div  (Artwork:Kintsugi)
[Kintsugi][5L]:59c/0,35div  (Artwork:Kintsugi)
[Kintsugi]:15c/0,09div  (Artwork:Kintsugi)
[Kitava's Feast][6L]:150c/0,89div  (Artwork:KitavasHunger)
[Kitava's Feast][5L]:150c/0,89div  (Artwork:KitavasHunger)
[Kitava's Feast]:130c/0,77div  (Artwork:KitavasHunger)
[Kitava's Teachings]:10c/0,06div  (Artwork:DiscipleOfKitavaJewel)
[Kitava's Thirst]:2c/0,01div  (Artwork:KitavasThirst)
[Kondo's Pride][6L]:50c/0,3div  (Artwork:KondosPride)
[Kondo's Pride][5L]:28c/0,17div  (Artwork:KondosPride)
[Kondo's Pride]:1c/0,01div  (Artwork:KondosPride)
[Kongming's Stratagem]:1c/0,01div  (Artwork:KongmingsStratagem)
[Kongor's Undying Rage][6L]:59c/0,35div  (Artwork:KongorsUndyingRage)
[Kongor's Undying Rage][5L]:19c/0,11div  (Artwork:KongorsUndyingRage)
[Kongor's Undying Rage]:1,4c/0,01div  (Artwork:KongorsUndyingRage)
[Kurgal's Gaze]:18,7c/0,11div  (Artwork:HypnoticEyeUnique)
[Lakishu's Blade]:1c/0,01div  (Artwork:OneHandSword5Unique)
[Last Resort]:1c/0,01div  (Artwork:NerasLastResort)
[Lavianga's Spirit]:1c/0,01div  (Artwork:LaviangasOil)
[Lavianga's Wisdom]:1c/0,01div  (Artwork:OneHandMace3a)
[Law of the Wilds]:5c/0,03div  (Artwork:WolfClaw)
[Le Heup of All]:5c/0,03div  (Artwork:Leheupofall)
[Leash of Oblation]:5c/0,03div  (Artwork:LeashOfOblation)
[Leer Cast]:5c/0,03div  (Artwork:HelmetDexInt9x)
[Legacy of Fury]:15c/0,09div  (Artwork:ScorchedEarth)
[Legacy of the Rose][6L]:335,88c/2div  (Artwork:WhisperingNebula)
[Legacy of the Rose][5L]:167,94c/1div  (Artwork:WhisperingNebula)
[Legacy of the Rose]:100c/0,6div  (Artwork:WhisperingNebula)
[Leper's Alms]:4c/0,02div  (Artwork:LepersAlms)
[Lethal Pride]:167,98c/1div  (Artwork:KaruiCivilization)
[Lifesprig]:3c/0,02div  (Artwork:LifeSprig)
[Light of Lunaris]:30c/0,18div  (Artwork:Lunaris)
[Lightbane Raiment][6L]:27c/0,16div  (Artwork:Lightbanerainment)
[Lightbane Raiment][5L]:10c/0,06div  (Artwork:Lightbanerainment)
[Lightbane Raiment]:1c/0,01div  (Artwork:Lightbanerainment)
[Lightning Coil][6L]:251,97c/1,5div  (Artwork:LightningCoil)
[Lightning Coil][5L]:40c/0,24div  (Artwork:LightningCoil)
[Lightning Coil]:5c/0,03div  (Artwork:LightningCoil)
[Lightpoacher]:167,98c/1div  (Artwork:AbyssHelmet)
[Lightpoacher]:3c/0,02div  (Artwork:AbyssHelmet)
[Limbsplit][6L]:50c/0,3div  (Artwork:TwoHandAxe_spare)
[Limbsplit][5L]:15c/0,09div  (Artwork:TwoHandAxe_spare)
[Limbsplit]:1c/0,01div  (Artwork:TwoHandAxe_spare)
[Lioneye's Fall]:10c/0,06div  (Artwork:LioneyesFall)
[Lioneye's Glare][5L]:906,88c/5,4div  (Artwork:Bow8unique)
[Lioneye's Glare][6L]:671,76c/4div  (Artwork:Bow8unique)
[Lioneye's Glare]:654,97c/3,9div  (Artwork:Bow8unique)
[Lioneye's Paws]:1c/0,01div  (Artwork:LioneyesPaws)
[Lioneye's Remorse]:4c/0,02div  (Artwork:ShieldStrUnique6)
[Lioneye's Vision][6L]:150c/0,89div  (Artwork:LioneyesArmour)
[Lioneye's Vision][5L]:19,3c/0,11div  (Artwork:LioneyesArmour)
[Lioneye's Vision]:3c/0,02div  (Artwork:LioneyesArmour)
[Lion's Roar]:5c/0,03div  (Artwork:yFlask5)
[Lochtonial Caress]:4c/0,02div  (Artwork:LochtonialCaress)
[Loreweave][6L]:167,98c/1div  (Artwork:Loreweave)
[Loreweave][5L]:20c/0,12div  (Artwork:Loreweave)
[Loreweave]:15c/0,09div  (Artwork:Loreweave)
[Lori's Lantern]:3c/0,02div  (Artwork:LorisLantern)
[Lycosidae]:10c/0,06div  (Artwork:Lycosidae)
[Maata's Teaching]:20c/0,12div  (Artwork:MaataSceptre)
[Machina Mitts]:18c/0,11div  (Artwork:85479)
[Maelström of Chaos](T5):5c/0,03div  (Artwork:MaelstromofChaos)
[Maelström of Chaos](T8):5c/0,03div  (Artwork:MaelstromofChaos)
[Maelström of Chaos](T12):4c/0,02div  (Artwork:MaelstromofChaos)
[Maelström of Chaos](T16):4c/0,02div  (Artwork:MaelstromofChaos)
[Mageblood]:18141,84c/108div  (Artwork:InjectorBelt)
[Magna Eclipsis]:30c/0,18div  (Artwork:MagnisEclipsis)
[Mahuxotl's Machination]:10c/0,06div  (Artwork:MahuxotlShield)
[Malachai's Artifice]:2c/0,01div  (Artwork:MalachaisArtifice)
[Malachai's Loop]:5c/0,03div  (Artwork:MalachaiLoop)
[Malachai's Mark]:120c/0,71div  (Artwork:MalachaisMark)
[Malachai's Simula]:1c/0,01div  (Artwork:MalachaisSimula)
[Maligaro's Cruelty]:5c/0,03div  (Artwork:Amulet15)
[Maligaro's Lens]:2c/0,01div  (Artwork:MaligarosLens)
[Maligaro's Restraint]:1c/0,01div  (Artwork:MaligarosRestraint)
[Maligaro's Virtuosity]:7c/0,04div  (Artwork:MaligarosVirtousity)
[Maloney's Mechanism]:20c/0,12div  (Artwork:TriggerQuiverBase)
[Maloney's Nightfall]:4c/0,02div  (Artwork:MaloneysNightfall)
[Manastorm]:167,98c/1div  (Artwork:Manastorm)
[Mao Kun](T9):7c/0,04div  (Artwork:FairgravesMap01)
[Mao Kun](T6):6c/0,04div  (Artwork:FairgravesMap01)
[Mao Kun](T16):5c/0,03div  (Artwork:FairgravesMap01)
[Mao Kun](T13):5c/0,03div  (Artwork:FairgravesMap01)
[March of the Legion]:10c/0,06div  (Artwork:AuraBoots)
[Mark of Submission]:3c/0,02div  (Artwork:RedBrandRing)
[Mark of the Doubting Knight]:1c/0,01div  (Artwork:DoubtingKnight)
[Mark of the Elder]:10c/0,06div  (Artwork:UberElderRing)
[Mark of the Red Covenant]:1c/0,01div  (Artwork:PhantasmlaFlame)
[Mark of the Shaper]:10c/0,06div  (Artwork:UberShaperRing)
[Marohi Erqi][6L]:671,76c/4div  (Artwork:TwoHandMace2unique2)
[Marohi Erqi]:503,82c/3div  (Artwork:TwoHandMace2unique2)
[Marohi Erqi][5L]:470,23c/2,8div  (Artwork:TwoHandMace2unique2)
[Martyr of Innocence][6L]:167,94c/1div  (Artwork:MartyrInnocence)
[Martyr of Innocence][5L]:79,5c/0,47div  (Artwork:MartyrInnocence)
[Martyr of Innocence]:70c/0,42div  (Artwork:MartyrInnocence)
[Marylene's Fallacy]:8c/0,05div  (Artwork:MarylenesFallacy)
[Mask of the Spirit Drinker]:386,35c/2,3div  (Artwork:MaskoftheSpiritDrinker)
[Mask of the Stitched Demon]:1209,46c/7,2div  (Artwork:MaskoftheStitchedDemon)
[Mask of the Tribunal]:30c/0,18div  (Artwork:HelmetOfDominance2)
[Matua Tupuna]:3c/0,02div  (Artwork:Matuatupuna)
[Maw of Conquest]:5c/0,03div  (Artwork:MawOfConquest)
[Maw of Mischief]:10c/0,06div  (Artwork:MawOfMischief)
[Medved's Challenge]:5c/0,03div  (Artwork:AdaptationGlovesUnique)
[Megalomaniac]:235,17c/1,4div  (Artwork:UniqueJewelBase2)
[Meginord's Girdle]:3c/0,02div  (Artwork:Belt7Unique)
[Meginord's Vise]:3c/0,02div  (Artwork:GlovesStr5)
[Melding of the Flesh]:503,94c/3div  (Artwork:EntangledElementsJewel)
[Memory Vault]:5c/0,03div  (Artwork:ElderGuardian)
[Mercenary's Lot]:3c/0,02div  (Artwork:StrikeTrue)
[Midnight Bargain]:1c/0,01div  (Artwork:WandUnique3)
[Might of the Meek]:10c/0,06div  (Artwork:PotencyOfTheUnremarkable)
[Mightblood Ire]:5c/0,03div  (Artwork:UniqueIronwood)
[Mightflay]:1c/0,01div  (Artwork:Dagger2unique)
[Militant Faith]:167,98c/1div  (Artwork:TemplarCivilization)
[Mind of the Council]:5c/0,03div  (Artwork:ThunderingWhispers)
[Mindspiral]:1c/0,01div  (Artwork:Mindspiral)
[Ming's Heart]:5c/0,03div  (Artwork:MingsHeart)
[Mistwall]:5c/0,03div  (Artwork:Mistwall)
[Mjölner]:20c/0,12div  (Artwork:Mjolner)
[Mokou's Embrace]:3c/0,02div  (Artwork:MokousEmbrace)
[Mon'tregul's Grasp]:4c/0,02div  (Artwork:MontregulsGrasp)
[Moonbender's Wing]:1c/0,01div  (Artwork:MoonbendersWing)
[Moonsorrow]:2c/0,01div  (Artwork:WandUnique2)
[Mortem Morsu]:1c/0,01div  (Artwork:Claw8unique)
[Mother's Embrace]:5c/0,03div  (Artwork:MothersEmbrace)
[Mutewind Pennant]:3c/0,02div  (Artwork:MutewindPennant)
[Mutewind Seal]:3c/0,02div  (Artwork:Mutewind)
[Mutewind Whispersteps]:3c/0,02div  (Artwork:Targemtabi)
[Mystic Refractor]:35c/0,21div  (Artwork:WandofBlasting)
[Nadir Mode]:20c/0,12div  (Artwork:IntensityJewel2)
[Nametaker]:10c/0,06div  (Artwork:AfflictionSword)
[Natural Affinity]:20c/0,12div  (Artwork:NaturesPatienceJewel)
[Natural Hierarchy]:4c/0,02div  (Artwork:TalismanUnique2)
[Nebulis]:40c/0,24div  (Artwork:SceptreOfMemories)
[Nebuloch]:10c/0,06div  (Artwork:ElderMace)
[Nevalius Inheritance]:3c/0,02div  (Artwork:NevaliusBelt)
[Ngamahu Tiki]:83990c/500div  (Artwork:Amulet2Unique)
[Ngamahu's Flame][6L]:100c/0,6div  (Artwork:RiriTeNgamahu)
